age,workclass,education,Education-num,occupation,race,sex,Hours-per-week,wage
78,, 7th-8th,4,, White, Male,20, <=50K
48, Private, Doctorate,16, Prof-specialty, White, Male,45, >50K
40, Private, Bachelors,13, Tech-support, White, Male,40, >50K
20, Private, HS-grad,9, Machine-op-inspct, White, Female,30, <=50K
56, Private, 11th,7, Other-service, Black, Female,40, <=50K
58, Self-emp-inc, Assoc-voc,11, Sales, White, Male,56, <=50K
56, Self-emp-inc, Masters,14, Exec-managerial, White, Male,60, >50K
33, Local-gov, Bachelors,13, Prof-specialty, White, Male,40, >50K
18, Private, 11th,7, Sales, White, Male,20, <=50K
18, Private, HS-grad,9, Other-service, White, Female,30, <=50K
17, Private, 10th,6, Sales, White, Male,20, <=50K
50, Federal-gov, Some-college,10, Exec-managerial, White, Male,40, >50K
50, Private, Assoc-acdm,12, Machine-op-inspct, White, Male,50, >50K
36, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
41, Private, HS-grad,9, Adm-clerical, Black, Female,40, <=50K
32, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
56, Private, 11th,7, Machine-op-inspct, White, Female,40, <=50K
54, Self-emp-not-inc, HS-grad,9, Sales, Black, Male,40, <=50K
19, Self-emp-not-inc, Some-college,10, Craft-repair, White, Female,15, <=50K
70, Self-emp-not-inc, Some-college,10, Craft-repair, White, Male,25, <=50K
31, Private, Some-college,10, Adm-clerical, White, Male,40, <=50K
48, Self-emp-not-inc, Some-college,10, Sales, White, Male,65, >50K
42, Private, Masters,14, Exec-managerial, White, Male,40, >50K
62, Self-emp-not-inc, HS-grad,9, Transport-moving, White, Male,48, <=50K
35, Private, Masters,14, Exec-managerial, White, Male,50, >50K
40, Private, Some-college,10, Exec-managerial, White, Female,40, <=50K
56, Private, Some-college,10, Exec-managerial, White, Male,60, <=50K
36, Private, HS-grad,9, Craft-repair, White, Male,52, <=50K
28, Private, HS-grad,9, Transport-moving, White, Male,70, <=50K
27, Private, Bachelors,13, Tech-support, White, Female,15, <=50K
52, Private, Assoc-voc,11, Other-service, White, Male,32, <=50K
62, Local-gov, Masters,14, Prof-specialty, White, Female,33, >50K
23, Private, Bachelors,13, Adm-clerical, Black, Male,24, <=50K
30, Self-emp-inc, HS-grad,9, Exec-managerial, White, Male,65, >50K
31, Private, Bachelors,13, Tech-support, White, Male,40, <=50K
40, Private, Some-college,10, Tech-support, White, Male,48, >50K
63, Private, HS-grad,9, Sales, White, Female,40, <=50K
49, Private, Bachelors,13, Exec-managerial, White, Male,45, >50K
29, Private, Some-college,10, Craft-repair, White, Female,40, <=50K
37, Private, Assoc-acdm,12, Prof-specialty, White, Male,25, <=50K
33, Self-emp-not-inc, Bachelors,13, Prof-specialty, White, Male,60, <=50K
50, Private, HS-grad,9, Craft-repair, White, Male,47, <=50K
46, Self-emp-not-inc, HS-grad,9, Sales, Black, Male,60, >50K
23, Private, Bachelors,13, Sales, Black, Male,15, <=50K
20, State-gov, Some-college,10, Adm-clerical, White, Female,40, <=50K
68, Private, 9th,5, Farming-fishing, Black, Male,20, <=50K
22, Private, HS-grad,9, Prof-specialty, White, Female,40, <=50K
57, Private, Masters,14, Exec-managerial, White, Male,60, >50K
58, Private, Bachelors,13, Transport-moving, White, Male,45, <=50K
48, Private, Some-college,10, Transport-moving, White, Male,60, <=50K
29, Private, Some-college,10, Machine-op-inspct, White, Male,45, <=50K
63, Private, Some-college,10, Sales, White, Male,48, >50K
32, Private, Bachelors,13, Exec-managerial, White, Female,48, >50K
31, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
19, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
31, Private, Assoc-voc,11, Other-service, Amer-Indian-Eskimo, Female,24, <=50K
40, Private, Bachelors,13, Exec-managerial, White, Female,45, >50K
41, Private, Assoc-acdm,12, Tech-support, White, Male,45, >50K
24, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
58, State-gov, Doctorate,16, Prof-specialty, White, Male,1, >50K
17, Private, 9th,5, Other-service, Black, Male,26, <=50K
28, Private, Some-college,10, Craft-repair, White, Male,43, <=50K
29, Private, Bachelors,13, Sales, White, Female,60, <=50K
47, Private, Prof-school,15, Prof-specialty, White, Female,60, >50K
25, Private, Some-college,10, Other-service, White, Female,35, <=50K
40, Private, Some-college,10, Sales, Black, Female,45, <=50K
45, Private, HS-grad,9, Handlers-cleaners, White, Male,45, <=50K
57, Private, HS-grad,9, Exec-managerial, White, Male,50, <=50K
19, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
35, Private, Bachelors,13, Sales, Black, Male,50, <=50K
27, Private, Assoc-voc,11, Sales, White, Male,60, <=50K
37, Local-gov, Some-college,10, Adm-clerical, Black, Female,40, <=50K
23, Private, HS-grad,9, Handlers-cleaners, White, Male,24, <=50K
54, Local-gov, Masters,14, Prof-specialty, White, Male,40, >50K
19, Private, HS-grad,9, Protective-serv, White, Male,32, <=50K
29, Private, HS-grad,9, Transport-moving, Other, Male,55, <=50K
29, Private, Assoc-acdm,12, Craft-repair, White, Male,60, <=50K
51, Private, HS-grad,9, Other-service, White, Female,38, <=50K
36, Private, 11th,7, Craft-repair, White, Male,40, <=50K
38, Private, Assoc-voc,11, Craft-repair, White, Male,40, <=50K
32, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
33, Private, Bachelors,13, Sales, White, Male,45, >50K
30, Private, 11th,7, Sales, White, Male,40, <=50K
29, Private, Some-college,10, Tech-support, White, Male,60, <=50K
33, Self-emp-not-inc, Some-college,10, Craft-repair, White, Male,50, <=50K
47, Private, Bachelors,13, Sales, White, Male,40, >50K
38, Private, HS-grad,9, Craft-repair, White, Male,50, <=50K
52, Local-gov, HS-grad,9, Protective-serv, White, Male,56, >50K
38, Private, Assoc-voc,11, Exec-managerial, White, Male,45, >50K
23, Private, HS-grad,9, Sales, White, Male,40, <=50K
75, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,30, <=50K
51, Private, Some-college,10, Handlers-cleaners, White, Male,50, <=50K
31, Private, Bachelors,13, Exec-managerial, White, Male,60, >50K
21, Private, HS-grad,9, Farming-fishing, White, Male,40, <=50K
48, Private, Some-college,10, Adm-clerical, White, Female,48, <=50K
22,, 9th,5,, White, Male,30, <=50K
44, Private, HS-grad,9, Adm-clerical, White, Male,45, <=50K
38, Private, Bachelors,13, Transport-moving, Other, Male,84, <=50K
56, Private, HS-grad,9, Other-service, White, Female,40, <=50K
21, Private, Some-college,10, Sales, White, Male,40, <=50K
27, Private, Bachelors,13, Sales, White, Male,45, <=50K
57, Private, 10th,6, Craft-repair, White, Male,43, <=50K
31, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
24, Private, Bachelors,13, Sales, White, Male,30, <=50K
22,, 12th,8,, White, Male,48, <=50K
43, Self-emp-inc, Assoc-acdm,12, Exec-managerial, White, Male,50, <=50K
35, Self-emp-not-inc, 11th,7, Craft-repair, White, Male,36, <=50K
23, Private, Bachelors,13, Adm-clerical, White, Female,40, <=50K
44, Local-gov, Some-college,10, Other-service, Black, Female,40, <=50K
46, Local-gov, Masters,14, Prof-specialty, White, Female,50, <=50K
22, Local-gov, HS-grad,9, Handlers-cleaners, White, Male,50, <=50K
45, Self-emp-not-inc, Bachelors,13, Sales, White, Male,60, <=50K
23, Private, 5th-6th,3, Handlers-cleaners, White, Male,30, <=50K
62, Private, Assoc-voc,11, Sales, White, Female,40, <=50K
25, Private, HS-grad,9, Adm-clerical, White, Male,36, <=50K
41, Local-gov, Some-college,10, Protective-serv, White, Male,20, <=50K
42, Local-gov, Bachelors,13, Transport-moving, White, Male,33, <=50K
21, Private, Assoc-acdm,12, Other-service, Black, Male,35, <=50K
46, Private, Assoc-voc,11, Prof-specialty, White, Male,60, <=50K
28, Private, 10th,6, Sales, White, Female,40, <=50K
30, Private, Some-college,10, Machine-op-inspct, White, Male,40, <=50K
68,, 7th-8th,4,, White, Female,15, <=50K
70,, HS-grad,9,, White, Female,20, <=50K
18, Private, 12th,8, Handlers-cleaners, White, Male,20, <=50K
34, Self-emp-not-inc, Assoc-acdm,12, Craft-repair, White, Male,40, <=50K
33, Private, HS-grad,9, Exec-managerial, White, Male,40, <=50K
23,, HS-grad,9,, White, Male,30, <=50K
19, Private, Some-college,10, Other-service, White, Female,25, <=50K
23, Local-gov, Some-college,10, Protective-serv, Black, Male,40, <=50K
18, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
46, Private, Some-college,10, Exec-managerial, White, Female,70, <=50K
41, Private, Masters,14, Prof-specialty, White, Female,40, <=50K
38, State-gov, Some-college,10, Adm-clerical, Black, Female,38, <=50K
23, Private, Some-college,10, Sales, White, Female,40, <=50K
22, Private, HS-grad,9, Other-service, White, Female,3, <=50K
62, Self-emp-not-inc, HS-grad,9, Adm-clerical, White, Female,30, <=50K
65, Private, 10th,6, Handlers-cleaners, White, Female,28, <=50K
51, Private, Masters,14, Craft-repair, White, Male,40, >50K
40, Private, Some-college,10, Sales, White, Male,40, <=50K
17, Private, 11th,7, Craft-repair, White, Male,20, <=50K
34, State-gov, HS-grad,9, Handlers-cleaners, Black, Male,40, <=50K
44, Private, Bachelors,13, Machine-op-inspct, Black, Female,7, <=50K
25, Private, HS-grad,9, Other-service, Asian-Pac-Islander, Male,60, <=50K
28, Self-emp-not-inc, Bachelors,13, Prof-specialty, White, Male,60, <=50K
31, State-gov, HS-grad,9, Adm-clerical, White, Female,35, <=50K
26, Federal-gov, HS-grad,9, Adm-clerical, Asian-Pac-Islander, Male,40, <=50K
30, Private, HS-grad,9, Handlers-cleaners, White, Male,60, <=50K
19, Private, Some-college,10, Other-service, White, Male,35, <=50K
28, Private, Masters,14, Prof-specialty, White, Male,45, >50K
29, Private, HS-grad,9, Exec-managerial, Asian-Pac-Islander, Female,40, <=50K
46, Private, 7th-8th,4, Transport-moving, White, Male,40, <=50K
53, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
35, Self-emp-not-inc, Assoc-acdm,12, Craft-repair, White, Male,40, <=50K
22, Private, Some-college,10, Sales, White, Female,40, <=50K
48, Self-emp-inc, 7th-8th,4, Craft-repair, White, Male,50, >50K
31, Private, Bachelors,13, Exec-managerial, White, Female,70, <=50K
50, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
37, Self-emp-not-inc, Some-college,10, Prof-specialty, Black, Male,40, <=50K
36, Private, Bachelors,13, Sales, White, Male,35, >50K
19, Without-pay, HS-grad,9, Farming-fishing, White, Male,20, <=50K
50, Private, 12th,8, Handlers-cleaners, White, Male,40, <=50K
44, State-gov, HS-grad,9, Craft-repair, White, Male,40, <=50K
74, Private, Masters,14, Sales, White, Female,10, <=50K
54, Private, HS-grad,9, Sales, White, Male,40, <=50K
41, Private, HS-grad,9, Sales, Black, Female,40, <=50K
28, Private, Some-college,10, Craft-repair, White, Male,50, <=50K
23, Private, Assoc-voc,11, Exec-managerial, White, Male,40, <=50K
54, Local-gov, HS-grad,9, Adm-clerical, White, Female,30, <=50K
32, Self-emp-inc, Some-college,10, Exec-managerial, White, Male,50, >50K
22, Private, Some-college,10, Other-service, White, Female,25, <=50K
65, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
31, Private, Bachelors,13, Sales, White, Male,45, <=50K
42, Private, Doctorate,16, Prof-specialty, White, Male,40, <=50K
35, State-gov, Bachelors,13, Exec-managerial, White, Female,35, >50K
27, Private, 9th,5, Other-service, White, Male,50, <=50K
25,, Bachelors,13,, White, Male,60, <=50K
42,, Some-college,10,, White, Male,40, <=50K
46, Private, Assoc-acdm,12, Prof-specialty, White, Female,36, <=50K
63, Private, 11th,7, Sales, White, Female,30, <=50K
59, Private, HS-grad,9, Other-service, White, Female,38, <=50K
67, Local-gov, 7th-8th,4, Other-service, White, Female,20, <=50K
43, Private, Some-college,10, Other-service, White, Female,20, >50K
21, State-gov, Some-college,10, Exec-managerial, White, Male,40, <=50K
33, Federal-gov, Assoc-acdm,12, Adm-clerical, Black, Female,40, <=50K
38, Private, HS-grad,9, Other-service, White, Male,40, <=50K
26, Private, Assoc-voc,11, Adm-clerical, White, Male,45, <=50K
41, Private, HS-grad,9, Sales, White, Female,50, <=50K
26, Self-emp-not-inc, 10th,6, Farming-fishing, White, Male,99, <=50K
42, Local-gov, Some-college,10, Protective-serv, White, Male,52, >50K
22, Private, Some-college,10, Adm-clerical, White, Female,25, <=50K
24, Private, Some-college,10, Exec-managerial, White, Male,42, <=50K
65,, HS-grad,9,, White, Male,40, <=50K
53, Private, Masters,14, Exec-managerial, White, Female,60, >50K
31, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
24, Private, Some-college,10, Sales, White, Female,40, <=50K
30, Private, 12th,8, Craft-repair, White, Male,50, <=50K
51, Private, 10th,6, Adm-clerical, Black, Female,40, <=50K
49, Private, HS-grad,9, Other-service, Asian-Pac-Islander, Female,8, <=50K
30, Self-emp-inc, Bachelors,13, Sales, White, Male,52, >50K
20, Private, Some-college,10, Sales, White, Male,25, <=50K
23, Private, HS-grad,9, Priv-house-serv, Other, Female,40, <=50K
79,, HS-grad,9,, Black, Female,30, <=50K
30, Private, Bachelors,13, Prof-specialty, White, Male,55, >50K
34, Private, HS-grad,9, Prof-specialty, White, Female,45, <=50K
69, Self-emp-inc, Bachelors,13, Machine-op-inspct, White, Male,30, <=50K
61, Private, HS-grad,9, Exec-managerial, White, Male,50, >50K
49, Local-gov, HS-grad,9, Transport-moving, White, Male,40, <=50K
35, Private, 9th,5, Exec-managerial, White, Female,40, <=50K
53, Private, 5th-6th,3, Craft-repair, White, Male,40, <=50K
55, Self-emp-inc, HS-grad,9, Sales, White, Female,50, >50K
44, Private, 7th-8th,4, Craft-repair, White, Male,35, <=50K
48, Private, Bachelors,13, Tech-support, White, Male,40, >50K
50, Private, Bachelors,13, Tech-support, White, Male,40, >50K
42, Private, Some-college,10, Handlers-cleaners, White, Male,38, <=50K
20, Private, HS-grad,9, Handlers-cleaners, White, Male,30, <=50K
42, Private, Some-college,10, Exec-managerial, White, Male,52, >50K
32, Self-emp-not-inc, Masters,14, Prof-specialty, White, Male,40, <=50K
67,, Some-college,10,, White, Male,6, <=50K
19, Private, Some-college,10, Sales, White, Male,35, <=50K
56, Private, HS-grad,9, Craft-repair, Black, Male,40, <=50K
36, Private, Bachelors,13, Exec-managerial, White, Male,55, >50K
43, Private, Some-college,10, Exec-managerial, White, Female,45, <=50K
35, Private, HS-grad,9, Craft-repair, White, Male,32, <=50K
35, Private, Some-college,10, Tech-support, White, Male,40, <=50K
32,, Some-college,10,, White, Male,40, <=50K
56, Self-emp-not-inc, Assoc-acdm,12, Farming-fishing, White, Female,40, <=50K
20, Private, Some-college,10, Transport-moving, White, Male,32, <=50K
49, Private, 7th-8th,4, Handlers-cleaners, White, Male,40, <=50K
42, Self-emp-inc, HS-grad,9, Sales, White, Male,43, >50K
27, Private, Bachelors,13, Prof-specialty, White, Female,40, <=50K
18,, HS-grad,9,, White, Female,35, <=50K
21, Private, Assoc-voc,11, Protective-serv, White, Male,40, <=50K
36, State-gov, Prof-school,15, Prof-specialty, White, Male,40, <=50K
59, Private, Some-college,10, Prof-specialty, White, Male,40, <=50K
31, Private, Doctorate,16, Prof-specialty, White, Female,90, <=50K
41, Federal-gov, Bachelors,13, Tech-support, White, Male,24, <=50K
58, Self-emp-not-inc, HS-grad,9, Exec-managerial, White, Male,50, <=50K
42, Self-emp-not-inc, 7th-8th,4, Other-service, Black, Female,50, <=50K
42, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
37, State-gov, Bachelors,13, Exec-managerial, White, Male,50, >50K
65,, HS-grad,9,, White, Female,40, <=50K
36, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
44, Private, Some-college,10, Prof-specialty, White, Male,40, >50K
28, Federal-gov, HS-grad,9, Craft-repair, White, Male,40, <=50K
27, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
62, Local-gov, Some-college,10, Other-service, White, Male,45, <=50K
35, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
21, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
36, Self-emp-not-inc, Masters,14, Farming-fishing, White, Male,70, <=50K
37, Private, Masters,14, Sales, White, Male,50, <=50K
30, Private, Some-college,10, Other-service, White, Female,40, <=50K
25, Private, Some-college,10, Other-service, Black, Male,40, <=50K
49, Federal-gov, Some-college,10, Tech-support, White, Male,40, >50K
36, State-gov, HS-grad,9, Protective-serv, White, Male,40, <=50K
42, Private, Assoc-acdm,12, Prof-specialty, Black, Male,40, <=50K
21, Private, Some-college,10, Tech-support, White, Female,35, <=50K
19,, Some-college,10,, White, Male,16, <=50K
21, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
34, Private, Doctorate,16, Prof-specialty, White, Male,60, >50K
27, Private, HS-grad,9, Handlers-cleaners, White, Male,37, <=50K
34, Private, HS-grad,9, Craft-repair, White, Male,35, <=50K
34, Private, Some-college,10, Exec-managerial, White, Male,50, >50K
26, Private, Some-college,10, Craft-repair, Amer-Indian-Eskimo, Male,40, <=50K
42, Private, HS-grad,9, Sales, White, Male,60, >50K
30, State-gov, 10th,6, Adm-clerical, White, Male,40, <=50K
41, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
49, State-gov, Some-college,10, Adm-clerical, White, Male,40, <=50K
40,, HS-grad,9,, White, Male,25, <=50K
42, Private, Bachelors,13, Tech-support, White, Male,45, >50K
27, Private, HS-grad,9, Other-service, White, Male,48, <=50K
46, Private, Masters,14, Prof-specialty, White, Male,50, >50K
39, Local-gov, HS-grad,9, Protective-serv, White, Male,40, >50K
26, Private, 10th,6, Handlers-cleaners, White, Female,30, <=50K
60, Private, HS-grad,9, Sales, White, Female,32, <=50K
33, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
64, State-gov, 10th,6, Exec-managerial, White, Male,40, >50K
17, Private, 11th,7, Handlers-cleaners, White, Male,15, <=50K
45, Private, HS-grad,9, Craft-repair, White, Female,40, <=50K
17, Private, 10th,6, Other-service, White, Male,12, <=50K
34, Self-emp-not-inc, Bachelors,13, Prof-specialty, Black, Male,48, >50K
27, Private, 10th,6, Handlers-cleaners, White, Male,40, <=50K
35, Private, Some-college,10, Exec-managerial, White, Female,40, >50K
36, Self-emp-not-inc, 5th-6th,3, Transport-moving, White, Male,50, >50K
32, Private, Bachelors,13, Prof-specialty, White, Male,40, >50K
47, Private, HS-grad,9, Other-service, Black, Female,30, <=50K
47, Local-gov, Assoc-voc,11, Exec-managerial, White, Male,40, >50K
31, Federal-gov, HS-grad,9, Tech-support, White, Male,40, <=50K
19, Private, HS-grad,9, Priv-house-serv, White, Female,45, <=50K
39, Private, HS-grad,9, Adm-clerical, White, Female,40, >50K
31, Private, Bachelors,13, Tech-support, White, Male,60, <=50K
31, Private, Bachelors,13, Exec-managerial, White, Female,40, <=50K
47, Private, Bachelors,13, Exec-managerial, White, Male,45, >50K
35, Private, HS-grad,9, Farming-fishing, White, Male,70, <=50K
28, Private, 9th,5, Protective-serv, Black, Female,40, <=50K
30, Private, HS-grad,9, Protective-serv, White, Male,60, >50K
33, Private, Some-college,10, Prof-specialty, White, Male,40, <=50K
34, Private, HS-grad,9, Transport-moving, Asian-Pac-Islander, Male,40, >50K
72, Self-emp-not-inc, HS-grad,9, Sales, White, Male,30, <=50K
41,, Bachelors,13,, White, Female,30, >50K
50,, Some-college,10,, White, Male,40, <=50K
25, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
50, Self-emp-not-inc, Prof-school,15, Sales, White, Male,50, >50K
27, Private, Bachelors,13, Prof-specialty, White, Male,40, <=50K
45,, HS-grad,9,, White, Female,38, <=50K
38, Private, HS-grad,9, Craft-repair, White, Male,28, <=50K
36, Private, Some-college,10, Craft-repair, Black, Male,55, <=50K
60, State-gov, Bachelors,13, Prof-specialty, White, Female,40, <=50K
45, Private, Bachelors,13, Exec-managerial, Asian-Pac-Islander, Male,40, >50K
37, Private, HS-grad,9, Sales, White, Female,40, <=50K
18, Private, Some-college,10, Other-service, White, Female,25, <=50K
39, Self-emp-not-inc, Some-college,10, Craft-repair, White, Male,40, <=50K
41, Private, HS-grad,9, Transport-moving, White, Male,50, <=50K
36, Private, Assoc-acdm,12, Tech-support, White, Male,55, <=50K
29, Private, Bachelors,13, Prof-specialty, White, Female,46, >50K
33, Private, HS-grad,9, Exec-managerial, Black, Male,50, <=50K
35, Private, Assoc-voc,11, Transport-moving, White, Male,50, <=50K
44, Federal-gov, Assoc-acdm,12, Adm-clerical, Black, Female,40, <=50K
41, Private, 5th-6th,3, Other-service, White, Female,40, <=50K
45, Private, 11th,7, Other-service, White, Female,40, <=50K
21, Private, HS-grad,9, Sales, Black, Male,40, <=50K
36, Private, Assoc-voc,11, Tech-support, White, Male,45, <=50K
49, Private, Bachelors,13, Craft-repair, White, Male,40, <=50K
22,, Some-college,10,, White, Male,40, <=50K
47, Private, Bachelors,13, Exec-managerial, White, Male,57, >50K
18, Private, HS-grad,9, Other-service, White, Female,30, <=50K
22, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
39, Local-gov, Masters,14, Prof-specialty, White, Female,40, <=50K
23, Self-emp-not-inc, HS-grad,9, Transport-moving, White, Male,40, <=50K
32, Private, Bachelors,13, Craft-repair, White, Male,40, >50K
80,, Prof-school,15,, White, Male,10, >50K
59, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
57, Private, HS-grad,9, Other-service, White, Male,40, <=50K
44, Private, Prof-school,15, Prof-specialty, White, Male,40, >50K
38, Private, HS-grad,9, Craft-repair, Black, Male,48, <=50K
17, Private, 9th,5, Craft-repair, White, Male,40, <=50K
54, Private, HS-grad,9, Sales, White, Male,50, >50K
64, Private, HS-grad,9, Other-service, White, Male,40, <=50K
27, Private, Assoc-voc,11, Craft-repair, White, Male,40, <=50K
59,, Some-college,10,, Black, Female,40, <=50K
37, Local-gov, Assoc-voc,11, Protective-serv, Black, Male,40, <=50K
69, Private, Some-college,10, Sales, White, Male,25, <=50K
25, Private, Bachelors,13, Adm-clerical, White, Male,40, >50K
43, Self-emp-not-inc, HS-grad,9, Craft-repair, White, Male,60, <=50K
18, Never-worked, Some-college,10,, White, Male,4, <=50K
55, Private, 10th,6, Exec-managerial, White, Male,45, <=50K
59, State-gov, Bachelors,13, Exec-managerial, Black, Female,40, <=50K
58, Private, Bachelors,13, Prof-specialty, White, Male,40, >50K
28, State-gov, Prof-school,15, Prof-specialty, White, Male,90, <=50K
45, Private, HS-grad,9, Other-service, Black, Female,35, <=50K
25, Local-gov, Bachelors,13, Prof-specialty, Black, Female,40, <=50K
55, Private, HS-grad,9, Exec-managerial, White, Female,40, <=50K
31, Private, HS-grad,9, Craft-repair, White, Male,50, <=50K
33, Private, HS-grad,9, Adm-clerical, Black, Female,40, <=50K
51, Private, Some-college,10, Other-service, White, Female,40, >50K
26, Private, Bachelors,13, Other-service, White, Female,25, <=50K
39, Private, Assoc-voc,11, Craft-repair, White, Male,50, >50K
44, Federal-gov, Bachelors,13, Adm-clerical, Asian-Pac-Islander, Male,40, >50K
18, Private, HS-grad,9, Sales, White, Female,15, <=50K
23,, Some-college,10,, Amer-Indian-Eskimo, Female,25, <=50K
47, Private, 7th-8th,4, Handlers-cleaners, Black, Male,40, <=50K
26, State-gov, Some-college,10, Exec-managerial, White, Male,12, <=50K
56, Private, 10th,6, Adm-clerical, Black, Female,36, <=50K
35, Private, Bachelors,13, Sales, Asian-Pac-Islander, Male,50, >50K
44, Local-gov, Some-college,10, Other-service, Black, Male,40, <=50K
21, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
52, Federal-gov, Some-college,10, Exec-managerial, White, Female,40, <=50K
33, Local-gov, Assoc-voc,11, Protective-serv, White, Male,70, <=50K
72, Federal-gov, Some-college,10, Tech-support, White, Female,16, <=50K
28, Self-emp-not-inc, Masters,14, Exec-managerial, White, Female,30, >50K
66, Local-gov, HS-grad,9, Exec-managerial, White, Male,20, <=50K
40, Private, HS-grad,9, Craft-repair, White, Male,25, <=50K
51, Private, Bachelors,13, Prof-specialty, Amer-Indian-Eskimo, Male,40, >50K
20, Private, Some-college,10, Other-service, White, Male,12, <=50K
56, Private, 9th,5, Sales, White, Female,40, <=50K
38, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
22, Private, Assoc-voc,11, Exec-managerial, White, Male,40, <=50K
20, Private, Some-college,10, Machine-op-inspct, White, Male,40, <=50K
53, Local-gov, HS-grad,9, Craft-repair, White, Male,35, <=50K
25, Private, Some-college,10, Adm-clerical, White, Female,30, <=50K
45, Local-gov, Bachelors,13, Farming-fishing, Asian-Pac-Islander, Male,40, >50K
43, Private, 9th,5, Machine-op-inspct, Black, Female,40, <=50K
54, Federal-gov, Some-college,10, Prof-specialty, White, Male,40, >50K
31, Private, Bachelors,13, Sales, Black, Male,90, >50K
35, Private, Bachelors,13, Adm-clerical, Black, Female,40, <=50K
44, Private, HS-grad,9, Exec-managerial, White, Male,40, <=50K
40, Local-gov, HS-grad,9, Craft-repair, Amer-Indian-Eskimo, Male,40, <=50K
59, Private, Bachelors,13, Adm-clerical, White, Female,30, <=50K
26, Federal-gov, Bachelors,13, Tech-support, White, Male,40, <=50K
41, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
64, Private, 10th,6, Adm-clerical, White, Male,40, <=50K
46, State-gov, HS-grad,9, Transport-moving, White, Male,40, <=50K
38,, HS-grad,9,, White, Male,40, <=50K
45, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
35, Local-gov, Bachelors,13, Prof-specialty, White, Male,40, >50K
38, Private, Bachelors,13, Tech-support, White, Male,45, >50K
79, Self-emp-inc, 12th,8, Sales, White, Male,45, >50K
34, Private, Some-college,10, Handlers-cleaners, White, Male,40, <=50K
28, Private, Some-college,10, Transport-moving, White, Male,40, <=50K
57,, HS-grad,9,, Asian-Pac-Islander, Male,20, <=50K
49, Private, Bachelors,13, Exec-managerial, White, Male,40, >50K
34, Private, Bachelors,13, Sales, White, Female,40, <=50K
47, Local-gov, HS-grad,9, Other-service, White, Female,7, >50K
31, Private, Some-college,10, Sales, White, Male,40, <=50K
25, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
22, Private, Some-college,10, Other-service, White, Female,50, <=50K
46, Private, Assoc-acdm,12, Adm-clerical, White, Female,40, <=50K
42, Self-emp-not-inc, HS-grad,9, Craft-repair, White, Male,40, <=50K
39, Private, Bachelors,13, Prof-specialty, White, Male,40, >50K
58, Local-gov, Bachelors,13, Prof-specialty, Black, Male,40, <=50K
32, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
30, Self-emp-inc, Assoc-voc,11, Sales, White, Male,35, <=50K
52, Private, Assoc-voc,11, Exec-managerial, White, Male,45, >50K
25, State-gov, Bachelors,13, Protective-serv, White, Male,40, <=50K
22, Private, HS-grad,9, Transport-moving, White, Male,35, <=50K
19, Private, Some-college,10, Handlers-cleaners, White, Male,20, <=50K
49, Private, HS-grad,9, Craft-repair, White, Male,46, <=50K
49, Self-emp-inc, Doctorate,16, Prof-specialty, Black, Male,60, >50K
54, Self-emp-not-inc, Bachelors,13, Transport-moving, White, Male,65, <=50K
24, Private, HS-grad,9, Other-service, White, Female,35, <=50K
47, Private, Bachelors,13, Other-service, White, Male,40, <=50K
27, Private, Bachelors,13, Sales, White, Male,25, <=50K
53, Private, Bachelors,13, Prof-specialty, White, Male,40, >50K
23, Private, Some-college,10, Exec-managerial, White, Male,45, <=50K
48, Private, Assoc-voc,11, Other-service, White, Female,40, <=50K
57, Self-emp-not-inc, Some-college,10, Tech-support, White, Male,38, >50K
69, Private, Some-college,10, Adm-clerical, White, Female,24, <=50K
